tsr_turbine1,cp_turbine1,cd_turbine1,tsr_turbine2,cp_turbine2,cd_turbine2
6.0,0.4073006496003833,0.6966378094751119,1.0,0.015379839816119362,0.09247073855944052
6.0,0.4072830043476108,0.6966231437085729,2.0,0.002804106780464032,0.13209765084948105
6.0,0.4072135910523413,0.6965654434794152,3.0,0.12990906482111578,0.28626309099340713
6.0,0.4072143259150499,0.6965660563253633,4.0,0.10879530981583034,0.3005917938836388
6.0,0.4072001289771357,0.6965542518794828,5.0,0.05905321064232076,0.32693836236546103
6.0,0.4071958414112316,0.696550688241485,6.0,-0.011217697913106986,0.3473572285294431
6.0,0.40720038379077045,0.6965544644251298,7.0,-0.1327118220944491,0.34977648922627547
