tsr,cp
0.666666666666667, 0.0004975124378108209
0.9704641350210972, 0.0024875621890546595
1.4936708860759493, 0.010447761194029792
2, 0.03432835820895508
2.489451476793249, 0.08009950248756215
2.9789029535864975, 0.11260364842454396
3.5021097046413505, 0.11990049751243781
3.7552742616033754, 0.12056384742951898
4.0084388185654, 0.11990049751243781
4.295358649789031, 0.12056384742951898
4.49789029535865, 0.11791044776119386
5.004219409282701, 0.10928689883913756
5.611814345991561, 0.09203980099502485
5.9831223628691985, 0.07479270315091202
6.303797468354429, 0.058872305140961756
6.489451476793248, 0.04693200663349917
6.9789029535864975, 0.015091210613598638
